target,message,length,sentence,words,words_cleaned,stemmed_words,lemmatized_words
ham,i wish u were here i feel so alone,8,['i wish u were here i feel so alone'],"[['i', 'wish', 'u', 'were', 'here', 'i', 'feel', 'so', 'alone']]","['i', 'wish', 'u', 'were', 'here', 'i', 'feel', 'so', 'alone']","['i', 'wish', 'u', 'were', 'here', 'i', 'feel', 'so', 'alon']","['i', 'wish', 'u', 'were', 'here', 'i', 'feel', 'so', 'alone']"
spam,,0,['nan'],[['nan']],['nan'],['nan'],['nan']
ham,reason is if the team budget is available at last they buy the unsold players for at base rate ,19,['reason is if the team budget is available at last they buy the unsold players for at base rate'],"[['reason', 'is', 'if', 'the', 'team', 'budget', 'is', 'available', 'at', 'last', 'they', 'buy', 'the', 'unsold', 'players', 'for', 'at', 'base', 'rate']]","['reason', 'is', 'if', 'the', 'team', 'budget', 'is', 'available', 'at', 'last', 'they', 'buy', 'the', 'unsold', 'players', 'for', 'at', 'base', 'rate']","['reason', 'is', 'if', 'the', 'team', 'budget', 'is', 'avail', 'at', 'last', 'they', 'buy', 'the', 'unsold', 'player', 'for', 'at', 'base', 'rate']","['reason', 'is', 'if', 'the', 'team', 'budget', 'is', 'available', 'at', 'last', 'they', 'buy', 'the', 'unsold', 'player', 'for', 'at', 'base', 'rate']"
ham,ceri u rebel sweet dreamz me little buddy c ya 2moro who needs blokes,13,['ceri u rebel sweet dreamz me little buddy c ya 2moro who needs blokes'],"[['ceri', 'u', 'rebel', 'sweet', 'dreamz', 'me', 'little', 'buddy', 'c', 'ya', '2moro', 'who', 'needs', 'blokes']]","['ceri', 'u', 'rebel', 'sweet', 'dreamz', 'me', 'little', 'buddy', 'c', 'ya', '2moro', 'who', 'needs', 'blokes']","['ceri', 'u', 'rebel', 'sweet', 'dreamz', 'me', 'littl', 'buddi', 'c', 'ya', '2moro', 'who', 'need', 'bloke']","['ceri', 'u', 'rebel', 'sweet', 'dreamz', 'me', 'little', 'buddy', 'c', 'ya', '2moro', 'who', 'need', 'bloke']"
spam,ringtoneking 84484,1,['ringtoneking 84484'],"[['ringtoneking', '84484']]","['ringtoneking', '84484']","['ringtonek', '84484']","['ringtoneking', '84484']"
ham,huh i cant thk of more oredi how many pages do we have ,13,['huh i cant thk of more oredi how many pages do we have'],"[['huh', 'i', 'cant', 'thk', 'of', 'more', 'oredi', 'how', 'many', 'pages', 'do', 'we', 'have']]","['huh', 'i', 'cant', 'thk', 'of', 'more', 'oredi', 'how', 'many', 'pages', 'do', 'we', 'have']","['huh', 'i', 'cant', 'thk', 'of', 'more', 'oredi', 'how', 'mani', 'page', 'do', 'we', 'have']","['huh', 'i', 'cant', 'thk', 'of', 'more', 'oredi', 'how', 'many', 'page', 'do', 'we', 'have']"
ham,his frens go then he in lor not alone wif my mum n sis lor ,15,['his frens go then he in lor not alone wif my mum n sis lor'],"[['his', 'frens', 'go', 'then', 'he', 'in', 'lor', 'not', 'alone', 'wif', 'my', 'mum', 'n', 'sis', 'lor']]","['his', 'frens', 'go', 'then', 'he', 'in', 'lor', 'not', 'alone', 'wif', 'my', 'mum', 'n', 'sis', 'lor']","['hi', 'fren', 'go', 'then', 'he', 'in', 'lor', 'not', 'alon', 'wif', 'my', 'mum', 'n', 'si', 'lor']","['his', 'frens', 'go', 'then', 'he', 'in', 'lor', 'not', 'alone', 'wif', 'my', 'mum', 'n', 'si', 'lor']"
ham,nationwide auto centre or something like that on newport road i liked them there,13,['nationwide auto centre or something like that on newport road i liked them there'],"[['nationwide', 'auto', 'centre', 'or', 'something', 'like', 'that', 'on', 'newport', 'road', 'i', 'liked', 'them', 'there']]","['nationwide', 'auto', 'centre', 'or', 'something', 'like', 'that', 'on', 'newport', 'road', 'i', 'liked', 'them', 'there']","['nationwid', 'auto', 'centr', 'or', 'someth', 'like', 'that', 'on', 'newport', 'road', 'i', 'like', 'them', 'there']","['nationwide', 'auto', 'centre', 'or', 'something', 'like', 'that', 'on', 'newport', 'road', 'i', 'liked', 'them', 'there']"
ham,hey i missed you tm of last night as my phone was on the charge smiles i am meeting a friend shortly,21,['hey i missed you tm of last night as my phone was on the charge smiles i am meeting a friend shortly'],"[['hey', 'i', 'missed', 'you', 'tm', 'of', 'last', 'night', 'as', 'my', 'phone', 'was', 'on', 'the', 'charge', 'smiles', 'i', 'am', 'meeting', 'a', 'friend', 'shortly']]","['hey', 'i', 'missed', 'you', 'tm', 'of', 'last', 'night', 'as', 'my', 'phone', 'was', 'on', 'the', 'charge', 'smiles', 'i', 'am', 'meeting', 'a', 'friend', 'shortly']","['hey', 'i', 'miss', 'you', 'tm', 'of', 'last', 'night', 'as', 'my', 'phone', 'wa', 'on', 'the', 'charg', 'smile', 'i', 'am', 'meet', 'a', 'friend', 'shortli']","['hey', 'i', 'missed', 'you', 'tm', 'of', 'last', 'night', 'a', 'my', 'phone', 'wa', 'on', 'the', 'charge', 'smile', 'i', 'am', 'meeting', 'a', 'friend', 'shortly']"
ham,whatever juliana do whatever you want ,6,['whatever juliana do whatever you want'],"[['whatever', 'juliana', 'do', 'whatever', 'you', 'want']]","['whatever', 'juliana', 'do', 'whatever', 'you', 'want']","['whatev', 'juliana', 'do', 'whatev', 'you', 'want']","['whatever', 'juliana', 'do', 'whatever', 'you', 'want']"
ham,,0,['nan'],[['nan']],['nan'],['nan'],['nan']
spam,ringtone club gr8 new polys direct to your mobile every week ,11,['ringtone club gr8 new polys direct to your mobile every week'],"[['ringtone', 'club', 'gr8', 'new', 'polys', 'direct', 'to', 'your', 'mobile', 'every', 'week']]","['ringtone', 'club', 'gr8', 'new', 'polys', 'direct', 'to', 'your', 'mobile', 'every', 'week']","['rington', 'club', 'gr8', 'new', 'poli', 'direct', 'to', 'your', 'mobil', 'everi', 'week']","['ringtone', 'club', 'gr8', 'new', 'polys', 'direct', 'to', 'your', 'mobile', 'every', 'week']"
ham,hello sort of out in town already that so dont rush home i am eating nachos will let you know eta ,21,['hello sort of out in town already that so dont rush home i am eating nachos will let you know eta'],"[['hello', 'sort', 'of', 'out', 'in', 'town', 'already', 'that', 'so', 'dont', 'rush', 'home', 'i', 'am', 'eating', 'nachos', 'will', 'let', 'you', 'know', 'eta']]","['hello', 'sort', 'of', 'out', 'in', 'town', 'already', 'that', 'so', 'dont', 'rush', 'home', 'i', 'am', 'eating', 'nachos', 'will', 'let', 'you', 'know', 'eta']","['hello', 'sort', 'of', 'out', 'in', 'town', 'alreadi', 'that', 'so', 'dont', 'rush', 'home', 'i', 'am', 'eat', 'nacho', 'will', 'let', 'you', 'know', 'eta']","['hello', 'sort', 'of', 'out', 'in', 'town', 'already', 'that', 'so', 'dont', 'rush', 'home', 'i', 'am', 'eating', 'nacho', 'will', 'let', 'you', 'know', 'eta']"
ham,ok lor anyway i thk we cant get tickets now cos like quite late already u wan 2 go look 4 ur frens a not darren is wif them now ,30,['ok lor anyway i thk we cant get tickets now cos like quite late already u wan 2 go look 4 ur frens a not darren is wif them now'],"[['ok', 'lor', 'anyway', 'i', 'thk', 'we', 'cant', 'get', 'tickets', 'now', 'cos', 'like', 'quite', 'late', 'already', 'u', 'wan', '2', 'go', 'look', '4', 'ur', 'frens', 'a', 'not', 'darren', 'is', 'wif', 'them', 'now']]","['ok', 'lor', 'anyway', 'i', 'thk', 'we', 'cant', 'get', 'tickets', 'now', 'cos', 'like', 'quite', 'late', 'already', 'u', 'wan', '2', 'go', 'look', '4', 'ur', 'frens', 'a', 'not', 'darren', 'is', 'wif', 'them', 'now']","['ok', 'lor', 'anyway', 'i', 'thk', 'we', 'cant', 'get', 'ticket', 'now', 'co', 'like', 'quit', 'late', 'alreadi', 'u', 'wan', '2', 'go', 'look', '4', 'ur', 'fren', 'a', 'not', 'darren', 'is', 'wif', 'them', 'now']","['ok', 'lor', 'anyway', 'i', 'thk', 'we', 'cant', 'get', 'ticket', 'now', 'co', 'like', 'quite', 'late', 'already', 'u', 'wan', '2', 'go', 'look', '4', 'ur', 'frens', 'a', 'not', 'darren', 'is', 'wif', 'them', 'now']"
spam, bank of granite issues strong buy explosive pick for our members up over 300 nasdaq symbol cdgt that is a 5 00 per ,24,[' bank of granite issues strong buy explosive pick for our members up over 300 nasdaq symbol cdgt that is a 5 00 per'],"[['bank', 'of', 'granite', 'issues', 'strong', 'buy', 'explosive', 'pick', 'for', 'our', 'members', 'up', 'over', '300', 'nasdaq', 'symbol', 'cdgt', 'that', 'is', 'a', '5', '00', 'per']]","['bank', 'of', 'granite', 'issues', 'strong', 'buy', 'explosive', 'pick', 'for', 'our', 'members', 'up', 'over', '300', 'nasdaq', 'symbol', 'cdgt', 'that', 'is', 'a', '5', '00', 'per']","['bank', 'of', 'granit', 'issu', 'strong', 'buy', 'explos', 'pick', 'for', 'our', 'member', 'up', 'over', '300', 'nasdaq', 'symbol', 'cdgt', 'that', 'is', 'a', '5', '00', 'per']","['bank', 'of', 'granite', 'issue', 'strong', 'buy', 'explosive', 'pick', 'for', 'our', 'member', 'up', 'over', '300', 'nasdaq', 'symbol', 'cdgt', 'that', 'is', 'a', '5', '00', 'per']"
ham,,0,['nan'],[['nan']],['nan'],['nan'],['nan']
ham,dizzamn aight i ll ask my suitemates when i get back,10,['dizzamn aight i ll ask my suitemates when i get back'],"[['dizzamn', 'aight', 'i', 'll', 'ask', 'my', 'suitemates', 'when', 'i', 'get', 'back']]","['dizzamn', 'aight', 'i', 'll', 'ask', 'my', 'suitemates', 'when', 'i', 'get', 'back']","['dizzamn', 'aight', 'i', 'll', 'ask', 'my', 'suitem', 'when', 'i', 'get', 'back']","['dizzamn', 'aight', 'i', 'll', 'ask', 'my', 'suitemates', 'when', 'i', 'get', 'back']"
ham,nimbomsons yep phone knows that one obviously cos thats a real word,11,['nimbomsons yep phone knows that one obviously cos thats a real word'],"[['nimbomsons', 'yep', 'phone', 'knows', 'that', 'one', 'obviously', 'cos', 'thats', 'a', 'real', 'word']]","['nimbomsons', 'yep', 'phone', 'knows', 'that', 'one', 'obviously', 'cos', 'thats', 'a', 'real', 'word']","['nimbomson', 'yep', 'phone', 'know', 'that', 'one', 'obvious', 'co', 'that', 'a', 'real', 'word']","['nimbomsons', 'yep', 'phone', 'know', 'that', 'one', 'obviously', 'co', 'thats', 'a', 'real', 'word']"
ham,i love to cuddle i want to hold you in my strong arms right now ,15,['i love to cuddle i want to hold you in my strong arms right now'],"[['i', 'love', 'to', 'cuddle', 'i', 'want', 'to', 'hold', 'you', 'in', 'my', 'strong', 'arms', 'right', 'now']]","['i', 'love', 'to', 'cuddle', 'i', 'want', 'to', 'hold', 'you', 'in', 'my', 'strong', 'arms', 'right', 'now']","['i', 'love', 'to', 'cuddl', 'i', 'want', 'to', 'hold', 'you', 'in', 'my', 'strong', 'arm', 'right', 'now']","['i', 'love', 'to', 'cuddle', 'i', 'want', 'to', 'hold', 'you', 'in', 'my', 'strong', 'arm', 'right', 'now']"
ham,r u in this continent ,5,['r u in this continent'],"[['r', 'u', 'in', 'this', 'continent']]","['r', 'u', 'in', 'this', 'continent']","['r', 'u', 'in', 'thi', 'contin']","['r', 'u', 'in', 'this', 'continent']"
ham,we ll you pay over like lt gt yrs so its not too difficult,13,['we ll you pay over like lt gt yrs so its not too difficult'],"[['we', 'll', 'you', 'pay', 'over', 'like', 'lt', 'gt', 'yrs', 'so', 'its', 'not', 'too', 'difficult']]","['we', 'll', 'you', 'pay', 'over', 'like', 'lt', 'gt', 'yrs', 'so', 'its', 'not', 'too', 'difficult']","['we', 'll', 'you', 'pay', 'over', 'like', 'lt', 'gt', 'yr', 'so', 'it', 'not', 'too', 'difficult']","['we', 'll', 'you', 'pay', 'over', 'like', 'lt', 'gt', 'yr', 'so', 'it', 'not', 'too', 'difficult']"
spam,bored housewives chat n date now 0871750 77 11 bt national rate 10p min only from landlines ,17,['bored housewives chat n date now 0871750 77 11 bt national rate 10p min only from landlines'],"[['bored', 'housewives', 'chat', 'n', 'date', 'now', '0871750', '77', '11', 'bt', 'national', 'rate', '10p', 'min', 'only', 'from', 'landlines']]","['bored', 'housewives', 'chat', 'n', 'date', 'now', '0871750', '77', '11', 'bt', 'national', 'rate', '10p', 'min', 'only', 'from', 'landlines']","['bore', 'housew', 'chat', 'n', 'date', 'now', '0871750', '77', '11', 'bt', 'nation', 'rate', '10p', 'min', 'onli', 'from', 'landlin']","['bored', 'housewife', 'chat', 'n', 'date', 'now', '0871750', '77', '11', 'bt', 'national', 'rate', '10p', 'min', 'only', 'from', 'landline']"
spam,we tried to call you re your reply to our sms for a video mobile 750 mins unlimited text free camcorder reply or call now 08000930705 del thurs,27,['we tried to call you re your reply to our sms for a video mobile 750 mins unlimited text free camcorder reply or call now 08000930705 del thurs'],"[['we', 'tried', 'to', 'call', 'you', 're', 'your', 'reply', 'to', 'our', 'sms', 'for', 'a', 'video', 'mobile', '750', 'mins', 'unlimited', 'text', 'free', 'camcorder', 'reply', 'or', 'call', 'now', '08000930705', 'del', 'thurs']]","['we', 'tried', 'to', 'call', 'you', 're', 'your', 'reply', 'to', 'our', 'sms', 'for', 'a', 'video', 'mobile', '750', 'mins', 'unlimited', 'text', 'free', 'camcorder', 'reply', 'or', 'call', 'now', '08000930705', 'del', 'thurs']","['we', 'tri', 'to', 'call', 'you', 're', 'your', 'repli', 'to', 'our', 'sm', 'for', 'a', 'video', 'mobil', '750', 'min', 'unlimit', 'text', 'free', 'camcord', 'repli', 'or', 'call', 'now', '08000930705', 'del', 'thur']","['we', 'tried', 'to', 'call', 'you', 're', 'your', 'reply', 'to', 'our', 'sm', 'for', 'a', 'video', 'mobile', '750', 'min', 'unlimited', 'text', 'free', 'camcorder', 'reply', 'or', 'call', 'now', '08000930705', 'del', 'thurs']"
ham,k k when will you give treat ,7,['k k when will you give treat'],"[['k', 'k', 'when', 'will', 'you', 'give', 'treat']]","['k', 'k', 'when', 'will', 'you', 'give', 'treat']","['k', 'k', 'when', 'will', 'you', 'give', 'treat']","['k', 'k', 'when', 'will', 'you', 'give', 'treat']"
spam,this is the 2nd time we have tried to contact u u have won the 400 prize 2 claim is easy just call 087104711148 now only 10p per minute bt national rate,31,['this is the 2nd time we have tried to contact u u have won the 400 prize 2 claim is easy just call 087104711148 now only 10p per minute bt national rate'],"[['this', 'is', 'the', '2nd', 'time', 'we', 'have', 'tried', 'to', 'contact', 'u', 'u', 'have', 'won', 'the', '400', 'prize', '2', 'claim', 'is', 'easy', 'just', 'call', '087104711148', 'now', 'only', '10p', 'per', 'minute', 'bt', 'national', 'rate']]","['this', 'is', 'the', '2nd', 'time', 'we', 'have', 'tried', 'to', 'contact', 'u', 'u', 'have', 'won', 'the', '400', 'prize', '2', 'claim', 'is', 'easy', 'just', 'call', '087104711148', 'now', 'only', '10p', 'per', 'minute', 'bt', 'national', 'rate']","['thi', 'is', 'the', '2nd', 'time', 'we', 'have', 'tri', 'to', 'contact', 'u', 'u', 'have', 'won', 'the', '400', 'prize', '2', 'claim', 'is', 'easi', 'just', 'call', '087104711148', 'now', 'onli', '10p', 'per', 'minut', 'bt', 'nation', 'rate']","['this', 'is', 'the', '2nd', 'time', 'we', 'have', 'tried', 'to', 'contact', 'u', 'u', 'have', 'won', 'the', '400', 'prize', '2', 'claim', 'is', 'easy', 'just', 'call', '087104711148', 'now', 'only', '10p', 'per', 'minute', 'bt', 'national', 'rate']"
ham,he s just gonna worry for nothing and he won t give you money its no use ,17,['he s just gonna worry for nothing and he won t give you money its no use'],"[['he', 's', 'just', 'gon', 'na', 'worry', 'for', 'nothing', 'and', 'he', 'won', 't', 'give', 'you', 'money', 'its', 'no', 'use']]","['he', 's', 'just', 'gon', 'na', 'worry', 'for', 'nothing', 'and', 'he', 'won', 't', 'give', 'you', 'money', 'its', 'no', 'use']","['he', 's', 'just', 'gon', 'na', 'worri', 'for', 'noth', 'and', 'he', 'won', 't', 'give', 'you', 'money', 'it', 'no', 'use']","['he', 's', 'just', 'gon', 'na', 'worry', 'for', 'nothing', 'and', 'he', 'won', 't', 'give', 'you', 'money', 'it', 'no', 'use']"
ham,did you get any gift this year i didnt get anything so bad,12,['did you get any gift this year i didnt get anything so bad'],"[['did', 'you', 'get', 'any', 'gift', 'this', 'year', 'i', 'didnt', 'get', 'anything', 'so', 'bad']]","['did', 'you', 'get', 'any', 'gift', 'this', 'year', 'i', 'didnt', 'get', 'anything', 'so', 'bad']","['did', 'you', 'get', 'ani', 'gift', 'thi', 'year', 'i', 'didnt', 'get', 'anyth', 'so', 'bad']","['did', 'you', 'get', 'any', 'gift', 'this', 'year', 'i', 'didnt', 'get', 'anything', 'so', 'bad']"
ham,,0,['nan'],[['nan']],['nan'],['nan'],['nan']
ham,well there s a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that i m a weed fiend make them smoke too much impede their doing other things so you see how i m hesitant,45,['well there s a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that i m a weed fiend make them smoke too much impede their doing other things so you see how i m hesitant'],"[['well', 'there', 's', 'a', 'pattern', 'emerging', 'of', 'my', 'friends', 'telling', 'me', 'to', 'drive', 'up', 'and', 'come', 'smoke', 'with', 'them', 'and', 'then', 'telling', 'me', 'that', 'i', 'm', 'a', 'weed', 'fiend', 'make', 'them', 'smoke', 'too', 'much', 'impede', 'their', 'doing', 'other', 'things', 'so', 'you', 'see', 'how', 'i', 'm', 'hesitant']]","['well', 'there', 's', 'a', 'pattern', 'emerging', 'of', 'my', 'friends', 'telling', 'me', 'to', 'drive', 'up', 'and', 'come', 'smoke', 'with', 'them', 'and', 'then', 'telling', 'me', 'that', 'i', 'm', 'a', 'weed', 'fiend', 'make', 'them', 'smoke', 'too', 'much', 'impede', 'their', 'doing', 'other', 'things', 'so', 'you', 'see', 'how', 'i', 'm', 'hesitant']","['well', 'there', 's', 'a', 'pattern', 'emerg', 'of', 'my', 'friend', 'tell', 'me', 'to', 'drive', 'up', 'and', 'come', 'smoke', 'with', 'them', 'and', 'then', 'tell', 'me', 'that', 'i', 'm', 'a', 'weed', 'fiend', 'make', 'them', 'smoke', 'too', 'much', 'imped', 'their', 'do', 'other', 'thing', 'so', 'you', 'see', 'how', 'i', 'm', 'hesit']","['well', 'there', 's', 'a', 'pattern', 'emerging', 'of', 'my', 'friend', 'telling', 'me', 'to', 'drive', 'up', 'and', 'come', 'smoke', 'with', 'them', 'and', 'then', 'telling', 'me', 'that', 'i', 'm', 'a', 'weed', 'fiend', 'make', 'them', 'smoke', 'too', 'much', 'impede', 'their', 'doing', 'other', 'thing', 'so', 'you', 'see', 'how', 'i', 'm', 'hesitant']"
ham, ow u dey i paid 60 400thousad i told u would call ,13,[' ow u dey i paid 60 400thousad i told u would call'],"[['ow', 'u', 'dey', 'i', 'paid', '60', '400thousad', 'i', 'told', 'u', 'would', 'call']]","['ow', 'u', 'dey', 'i', 'paid', '60', '400thousad', 'i', 'told', 'u', 'would', 'call']","['ow', 'u', 'dey', 'i', 'paid', '60', '400thousad', 'i', 'told', 'u', 'would', 'call']","['ow', 'u', 'dey', 'i', 'paid', '60', '400thousad', 'i', 'told', 'u', 'would', 'call']"
ham,im fine babes aint been up 2 much tho saw scary movie yest its quite funny want 2mrw afternoon at town or mall or sumthin xx,25,['im fine babes aint been up 2 much tho saw scary movie yest its quite funny want 2mrw afternoon at town or mall or sumthin xx'],"[['im', 'fine', 'babes', 'aint', 'been', 'up', '2', 'much', 'tho', 'saw', 'scary', 'movie', 'yest', 'its', 'quite', 'funny', 'want', '2mrw', 'afternoon', 'at', 'town', 'or', 'mall', 'or', 'sumthin', 'xx']]","['im', 'fine', 'babes', 'aint', 'been', 'up', '2', 'much', 'tho', 'saw', 'scary', 'movie', 'yest', 'its', 'quite', 'funny', 'want', '2mrw', 'afternoon', 'at', 'town', 'or', 'mall', 'or', 'sumthin', 'xx']","['im', 'fine', 'babe', 'aint', 'been', 'up', '2', 'much', 'tho', 'saw', 'scari', 'movi', 'yest', 'it', 'quit', 'funni', 'want', '2mrw', 'afternoon', 'at', 'town', 'or', 'mall', 'or', 'sumthin', 'xx']","['im', 'fine', 'babe', 'aint', 'been', 'up', '2', 'much', 'tho', 'saw', 'scary', 'movie', 'yest', 'it', 'quite', 'funny', 'want', '2mrw', 'afternoon', 'at', 'town', 'or', 'mall', 'or', 'sumthin', 'xx']"
ham,i m reaching home in 5 min ,7,['i m reaching home in 5 min'],"[['i', 'm', 'reaching', 'home', 'in', '5', 'min']]","['i', 'm', 'reaching', 'home', 'in', '5', 'min']","['i', 'm', 'reach', 'home', 'in', '5', 'min']","['i', 'm', 'reaching', 'home', 'in', '5', 'min']"
ham,forgot you were working today wanna chat but things are ok so drop me a text when you re free bored etc and i ll ring hope all is well nose essay and all xx,34,['forgot you were working today wanna chat but things are ok so drop me a text when you re free bored etc and i ll ring hope all is well nose essay and all xx'],"[['forgot', 'you', 'were', 'working', 'today', 'wan', 'na', 'chat', 'but', 'things', 'are', 'ok', 'so', 'drop', 'me', 'a', 'text', 'when', 'you', 're', 'free', 'bored', 'etc', 'and', 'i', 'll', 'ring', 'hope', 'all', 'is', 'well', 'nose', 'essay', 'and', 'all', 'xx']]","['forgot', 'you', 'were', 'working', 'today', 'wan', 'na', 'chat', 'but', 'things', 'are', 'ok', 'so', 'drop', 'me', 'a', 'text', 'when', 'you', 're', 'free', 'bored', 'etc', 'and', 'i', 'll', 'ring', 'hope', 'all', 'is', 'well', 'nose', 'essay', 'and', 'all', 'xx']","['forgot', 'you', 'were', 'work', 'today', 'wan', 'na', 'chat', 'but', 'thing', 'are', 'ok', 'so', 'drop', 'me', 'a', 'text', 'when', 'you', 're', 'free', 'bore', 'etc', 'and', 'i', 'll', 'ring', 'hope', 'all', 'is', 'well', 'nose', 'essay', 'and', 'all', 'xx']","['forgot', 'you', 'were', 'working', 'today', 'wan', 'na', 'chat', 'but', 'thing', 'are', 'ok', 'so', 'drop', 'me', 'a', 'text', 'when', 'you', 're', 'free', 'bored', 'etc', 'and', 'i', 'll', 'ring', 'hope', 'all', 'is', 'well', 'nose', 'essay', 'and', 'all', 'xx']"
ham,ha then we must walk to everywhere cannot take tram my cousin said can walk to vic market from our hotel,20,['ha then we must walk to everywhere cannot take tram my cousin said can walk to vic market from our hotel'],"[['ha', 'then', 'we', 'must', 'walk', 'to', 'everywhere', 'can', 'not', 'take', 'tram', 'my', 'cousin', 'said', 'can', 'walk', 'to', 'vic', 'market', 'from', 'our', 'hotel']]","['ha', 'then', 'we', 'must', 'walk', 'to', 'everywhere', 'can', 'not', 'take', 'tram', 'my', 'cousin', 'said', 'can', 'walk', 'to', 'vic', 'market', 'from', 'our', 'hotel']","['ha', 'then', 'we', 'must', 'walk', 'to', 'everywher', 'can', 'not', 'take', 'tram', 'my', 'cousin', 'said', 'can', 'walk', 'to', 'vic', 'market', 'from', 'our', 'hotel']","['ha', 'then', 'we', 'must', 'walk', 'to', 'everywhere', 'can', 'not', 'take', 'tram', 'my', 'cousin', 'said', 'can', 'walk', 'to', 'vic', 'market', 'from', 'our', 'hotel']"
spam,,0,['nan'],[['nan']],['nan'],['nan'],['nan']
spam,,0,['nan'],[['nan']],['nan'],['nan'],['nan']
ham,discussed with your mother ah ,5,['discussed with your mother ah'],"[['discussed', 'with', 'your', 'mother', 'ah']]","['discussed', 'with', 'your', 'mother', 'ah']","['discuss', 'with', 'your', 'mother', 'ah']","['discussed', 'with', 'your', 'mother', 'ah']"
ham,,0,['nan'],[['nan']],['nan'],['nan'],['nan']
ham,sorry i can t text amp drive coherently see you in twenty,11,['sorry i can t text amp drive coherently see you in twenty'],"[['sorry', 'i', 'can', 't', 'text', 'amp', 'drive', 'coherently', 'see', 'you', 'in', 'twenty']]","['sorry', 'i', 'can', 't', 'text', 'amp', 'drive', 'coherently', 'see', 'you', 'in', 'twenty']","['sorri', 'i', 'can', 't', 'text', 'amp', 'drive', 'coher', 'see', 'you', 'in', 'twenti']","['sorry', 'i', 'can', 't', 'text', 'amp', 'drive', 'coherently', 'see', 'you', 'in', 'twenty']"
spam,you will be receiving this week s triple echo ringtone shortly enjoy it ,13,['you will be receiving this week s triple echo ringtone shortly enjoy it'],"[['you', 'will', 'be', 'receiving', 'this', 'week', 's', 'triple', 'echo', 'ringtone', 'shortly', 'enjoy', 'it']]","['you', 'will', 'be', 'receiving', 'this', 'week', 's', 'triple', 'echo', 'ringtone', 'shortly', 'enjoy', 'it']","['you', 'will', 'be', 'receiv', 'thi', 'week', 's', 'tripl', 'echo', 'rington', 'shortli', 'enjoy', 'it']","['you', 'will', 'be', 'receiving', 'this', 'week', 's', 'triple', 'echo', 'ringtone', 'shortly', 'enjoy', 'it']"
ham,in which place i can get rooms cheap ,8,['in which place i can get rooms cheap'],"[['in', 'which', 'place', 'i', 'can', 'get', 'rooms', 'cheap']]","['in', 'which', 'place', 'i', 'can', 'get', 'rooms', 'cheap']","['in', 'which', 'place', 'i', 'can', 'get', 'room', 'cheap']","['in', 'which', 'place', 'i', 'can', 'get', 'room', 'cheap']"
ham,eek that s a lot of time especially since american pie is like 8 minutes long i can t stop singing it ,22,['eek that s a lot of time especially since american pie is like 8 minutes long i can t stop singing it'],"[['eek', 'that', 's', 'a', 'lot', 'of', 'time', 'especially', 'since', 'american', 'pie', 'is', 'like', '8', 'minutes', 'long', 'i', 'can', 't', 'stop', 'singing', 'it']]","['eek', 'that', 's', 'a', 'lot', 'of', 'time', 'especially', 'since', 'american', 'pie', 'is', 'like', '8', 'minutes', 'long', 'i', 'can', 't', 'stop', 'singing', 'it']","['eek', 'that', 's', 'a', 'lot', 'of', 'time', 'especi', 'sinc', 'american', 'pie', 'is', 'like', '8', 'minut', 'long', 'i', 'can', 't', 'stop', 'sing', 'it']","['eek', 'that', 's', 'a', 'lot', 'of', 'time', 'especially', 'since', 'american', 'pie', 'is', 'like', '8', 'minute', 'long', 'i', 'can', 't', 'stop', 'singing', 'it']"
ham, gran onlyfound out afew days ago cusoon honi ,9,[' gran onlyfound out afew days ago cusoon honi'],"[['gran', 'onlyfound', 'out', 'afew', 'days', 'ago', 'cusoon', 'honi']]","['gran', 'onlyfound', 'out', 'afew', 'days', 'ago', 'cusoon', 'honi']","['gran', 'onlyfound', 'out', 'afew', 'day', 'ago', 'cusoon', 'honi']","['gran', 'onlyfound', 'out', 'afew', 'day', 'ago', 'cusoon', 'honi']"
spam,u ve been selected to stay in 1 of 250 top british hotels for nothing holiday valued at 350 dial 08712300220 to claim national rate call bx526 sw73ss,27,['u ve been selected to stay in 1 of 250 top british hotels for nothing holiday valued at 350 dial 08712300220 to claim national rate call bx526 sw73ss'],"[['u', 've', 'been', 'selected', 'to', 'stay', 'in', '1', 'of', '250', 'top', 'british', 'hotels', 'for', 'nothing', 'holiday', 'valued', 'at', '350', 'dial', '08712300220', 'to', 'claim', 'national', 'rate', 'call', 'bx526', 'sw73ss']]","['u', 've', 'been', 'selected', 'to', 'stay', 'in', '1', 'of', '250', 'top', 'british', 'hotels', 'for', 'nothing', 'holiday', 'valued', 'at', '350', 'dial', '08712300220', 'to', 'claim', 'national', 'rate', 'call', 'bx526', 'sw73ss']","['u', 've', 'been', 'select', 'to', 'stay', 'in', '1', 'of', '250', 'top', 'british', 'hotel', 'for', 'noth', 'holiday', 'valu', 'at', '350', 'dial', '08712300220', 'to', 'claim', 'nation', 'rate', 'call', 'bx526', 'sw73ss']","['u', 've', 'been', 'selected', 'to', 'stay', 'in', '1', 'of', '250', 'top', 'british', 'hotel', 'for', 'nothing', 'holiday', 'valued', 'at', '350', 'dial', '08712300220', 'to', 'claim', 'national', 'rate', 'call', 'bx526', 'sw73ss']"
ham,university of southern california ,4,['university of southern california'],"[['university', 'of', 'southern', 'california']]","['university', 'of', 'southern', 'california']","['univers', 'of', 'southern', 'california']","['university', 'of', 'southern', 'california']"
